id,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,day_of_week,day_type,activity_level,total_active_minutes,active_ratio,week_num
1503960366,2016-04-12,13162,8.5,8.5,0,1.87999999523163,0.550000011920929,6.05999994277954,0,25,13,328,728,1985,Tuesday,Weekday,Highly Active,366,0.33455210237659966,15
1503960366,2016-04-13,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,Wednesday,Weekday,Very Active,257,0.24878993223620524,15
1503960366,2016-04-14,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,Thursday,Weekday,Very Active,222,0.15416666666666667,15
1503960366,2016-04-15,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,Friday,Weekday,Fairly Active,272,0.2725450901803607,16
1503960366,2016-04-16,12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,Saturday,Weekend,Highly Active,267,0.2567307692307692,16
1503960366,2016-04-17,9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,Sunday,Weekend,Fairly Active,222,0.29172141918528255,16
1503960366,2016-04-18,13019,8.59000015258789,8.59000015258789,0,3.25,0.639999985694885,4.71000003814697,0,42,16,233,1149,1921,Monday,Weekday,Highly Active,291,0.20208333333333334,16
1503960366,2016-04-19,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,Tuesday,Weekday,Highly Active,345,0.3080357142857143,16
1503960366,2016-04-20,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,Wednesday,Weekday,Very Active,245,0.23047977422389465,16
1503960366,2016-04-21,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,Thursday,Weekday,Fairly Active,238,0.2211895910780669,16
1503960366,2016-04-22,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,Friday,Weekday,Highly Active,223,0.15486111111111112,17
1503960366,2016-04-23,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,Saturday,Weekend,Highly Active,324,0.3068181818181818,17
1503960366,2016-04-24,10039,6.40999984741211,6.40999984741211,0,2.92000007629395,0.209999993443489,3.27999997138977,0,39,5,238,709,1788,Sunday,Weekend,Very Active,282,0.28456104944500504,17
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0,5.28999996185303,0.569999992847443,3.94000005722046,0,73,14,216,814,2013,Monday,Weekday,Highly Active,303,0.2712623097582811,17
1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,Tuesday,Weekday,Highly Active,333,0.2855917667238422,17
1503960366,2016-04-27,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,Wednesday,Weekday,Highly Active,332,0.23055555555555557,17
1503960366,2016-04-28,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,Thursday,Weekday,Highly Active,265,0.2531041069723018,17
1503960366,2016-04-29,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,Friday,Weekday,Very Active,271,0.24953959484346225,18
1503960366,2016-04-30,14673,9.25,9.25,0,3.55999994277954,1.41999995708466,4.26999998092651,0,52,34,217,712,1947,Saturday,Weekend,Highly Active,303,0.29852216748768473,18
1503960366,2016-05-01,10602,6.80999994277954,6.80999994277954,0,2.28999996185303,1.60000002384186,2.92000007629395,0,33,35,246,730,1820,Sunday,Weekend,Very Active,314,0.3007662835249042,18
1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0,3.21000003814697,0.569999992847443,5.92000007629395,0,41,15,277,798,2004,Monday,Weekday,Highly Active,333,0.29442970822281167,18
1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0,3.73000001907349,1.04999995231628,4.88000011444092,0,50,24,254,816,1990,Tuesday,Weekday,Highly Active,328,0.2867132867132867,18
1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0,2.46000003814697,0.870000004768372,3.8199999332428,0,36,22,203,1179,1819,Wednesday,Weekday,Very Active,261,0.18125,18
1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0,2.92000007629395,1.08000004291534,4.88000011444092,0,45,24,250,857,1959,Thursday,Weekday,Highly Active,319,0.27125850340136054,18
1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0,1.97000002861023,0.25,5.80999994277954,0,24,6,289,754,1896,Friday,Weekday,Very Active,319,0.2972972972972973,19
1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,1821,Saturday,Weekend,Very Active,258,0.23648029330889092,19
1503960366,2016-05-08,10060,6.57999992370605,6.57999992370605,0,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,1740,Sunday,Weekend,Very Active,255,0.30759951749095293,19
1503960366,2016-05-09,12022,7.71999979019165,7.71999979019165,0,3.45000004768372,0.529999971389771,3.74000000953674,0,46,11,206,835,1819,Monday,Weekday,Very Active,263,0.2395264116575592,19
1503960366,2016-05-10,12207,7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,1859,Tuesday,Weekday,Very Active,291,0.2806171648987464,19
1503960366,2016-05-11,12770,8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,1783,Wednesday,Weekday,Highly Active,310,0.3166496424923391,19
1624580081,2016-04-12,8163,5.30999994277954,5.30999994277954,0,0,0,5.30999994277954,0,0,0,146,1294,1432,Tuesday,Weekday,Fairly Active,146,0.10138888888888889,15
1624580081,2016-04-13,7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,1411,Wednesday,Weekday,Lightly Active,148,0.10277777777777777,15
1624580081,2016-04-14,9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,Thursday,Weekday,Fairly Active,236,0.1638888888888889,15
1624580081,2016-04-15,1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,1344,Friday,Weekday,Sedentary,96,0.06666666666666667,16
1624580081,2016-04-16,5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,1463,Saturday,Weekend,Lightly Active,176,0.12222222222222222,16
1624580081,2016-04-17,6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,1554,Sunday,Weekend,Lightly Active,164,0.11388888888888889,16
1624580081,2016-04-18,10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,Monday,Weekday,Very Active,226,0.15694444444444444,16
1624580081,2016-04-19,2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,1435,Tuesday,Weekday,Sedentary,141,0.09791666666666667,16
1624580081,2016-04-20,4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,1446,Wednesday,Weekday,Sedentary,151,0.10486111111111111,16
1624580081,2016-04-21,6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,Thursday,Weekday,Lightly Active,186,0.12916666666666668,16
1624580081,2016-04-22,4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,1470,Friday,Weekday,Sedentary,199,0.13819444444444445,17
1624580081,2016-04-23,8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,Saturday,Weekend,Fairly Active,227,0.15763888888888888,17
1624580081,2016-04-24,6076,3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,1617,Sunday,Weekend,Lightly Active,219,0.15208333333333332,17
1624580081,2016-04-25,6497,4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,Monday,Weekday,Lightly Active,202,0.14027777777777778,17
1624580081,2016-04-26,2826,1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,1402,Tuesday,Weekday,Sedentary,140,0.09722222222222222,17
1624580081,2016-04-27,8367,5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,1670,Wednesday,Weekday,Fairly Active,207,0.14375,17
1624580081,2016-04-28,2759,1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,1401,Thursday,Weekday,Sedentary,120,0.08333333333333333,17
1624580081,2016-04-29,2390,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,1290,1404,Friday,Weekday,Sedentary,150,0.10416666666666667,18
1624580081,2016-04-30,6474,4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,1655,Saturday,Weekend,Lightly Active,258,0.17916666666666667,18
1624580081,2016-05-01,36019,28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,Sunday,Weekend,Highly Active,420,0.2916666666666667,18
1624580081,2016-05-02,7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,1497,Monday,Weekday,Lightly Active,179,0.12430555555555556,18
1624580081,2016-05-03,2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,Tuesday,Weekday,Sedentary,96,0.06666666666666667,18
1624580081,2016-05-04,2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,1368,Wednesday,Weekday,Sedentary,118,0.08194444444444444,18
1624580081,2016-05-05,2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,Thursday,Weekday,Sedentary,117,0.08125,18
1624580081,2016-05-06,1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,Friday,Weekday,Sedentary,102,0.07083333333333333,19
1624580081,2016-05-07,2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,1474,Saturday,Weekend,Sedentary,182,0.12638888888888888,19
1624580081,2016-05-08,3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,1427,Sunday,Weekend,Sedentary,152,0.10555555555555556,19
1624580081,2016-05-09,1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,1328,Monday,Weekday,Sedentary,91,0.06319444444444444,19
1624580081,2016-05-10,2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,Tuesday,Weekday,Sedentary,139,0.09652777777777778,19
1624580081,2016-05-11,3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,1359,Wednesday,Weekday,Sedentary,112,0.07777777777777778,19
1624580081,2016-05-12,2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,Thursday,Weekday,Sedentary,107,0.10732196589769308,19
1644430081,2016-04-12,10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,Tuesday,Weekday,Very Active,309,0.21458333333333332,15
1644430081,2016-04-13,8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,Wednesday,Weekday,Fairly Active,181,0.12569444444444444,15
1644430081,2016-04-14,11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,Thursday,Weekday,Very Active,315,0.21875,15
1644430081,2016-04-15,5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,Friday,Weekday,Lightly Active,177,0.12291666666666666,16
1644430081,2016-04-16,15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,Saturday,Weekend,Highly Active,305,0.21180555555555555,16
1644430081,2016-04-17,8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,Sunday,Weekend,Fairly Active,228,0.15833333333333333,16
1644430081,2016-04-18,7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,Monday,Weekday,Lightly Active,169,0.11736111111111111,16
1644430081,2016-04-19,11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,Tuesday,Weekday,Very Active,341,0.23680555555555555,16
1644430081,2016-04-20,2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,Wednesday,Weekday,Sedentary,125,0.08680555555555555,16
1644430081,2016-04-21,1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,Thursday,Weekday,Sedentary,38,0.02638888888888889,16
1644430081,2016-04-22,3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,Friday,Weekday,Sedentary,86,0.059722222222222225,17
1644430081,2016-04-23,6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,Saturday,Weekend,Lightly Active,175,0.12152777777777778,17
1644430081,2016-04-24,3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,Sunday,Weekend,Sedentary,89,0.06180555555555556,17
1644430081,2016-04-25,3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,Monday,Weekday,Sedentary,103,0.07152777777777777,17
1644430081,2016-04-26,9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,Tuesday,Weekday,Fairly Active,275,0.1909722222222222,17
1644430081,2016-04-27,3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,Wednesday,Weekday,Sedentary,118,0.08194444444444444,17
1644430081,2016-04-28,9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,Thursday,Weekday,Fairly Active,283,0.19652777777777777,17
1644430081,2016-04-29,3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,Friday,Weekday,Sedentary,120,0.0913937547600914,18
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,Saturday,Weekend,Highly Active,482,0.3713405238828968,18
1644430081,2016-05-01,6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,Sunday,Weekend,Lightly Active,173,0.16003700277520813,18
1644430081,2016-05-02,3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,Monday,Weekday,Sedentary,156,0.18615751789976134,18
1644430081,2016-05-03,12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,Tuesday,Weekday,Highly Active,325,0.22569444444444445,18
1644430081,2016-05-04,2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,Wednesday,Weekday,Sedentary,52,0.03611111111111111,18
1644430081,2016-05-05,4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,Thursday,Weekday,Sedentary,99,0.06875,18
1644430081,2016-05-06,9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,Friday,Weekday,Fairly Active,386,0.26805555555555555,19
1644430081,2016-05-07,13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,Saturday,Weekend,Highly Active,301,0.20902777777777778,19
1644430081,2016-05-08,6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,Sunday,Weekend,Lightly Active,295,0.22939346811819597,19
1644430081,2016-05-09,6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,Monday,Weekday,Lightly Active,341,0.23680555555555555,19
1644430081,2016-05-10,9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,Tuesday,Weekday,Fairly Active,186,0.12916666666666668,19
1644430081,2016-05-11,1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,Wednesday,Weekday,Sedentary,49,0.06430446194225722,19
1844505072,2016-04-12,6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,Tuesday,Weekday,Lightly Active,339,0.23541666666666666,15
1844505072,2016-04-13,4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,Wednesday,Weekday,Sedentary,248,0.17222222222222222,15
1844505072,2016-04-14,7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,Thursday,Weekday,Fairly Active,373,0.3067434210526316,15
1844505072,2016-04-15,3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,Friday,Weekday,Sedentary,176,0.2503556187766714,16
1844505072,2016-04-16,3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,Saturday,Weekend,Sedentary,147,0.10208333333333333,16
1844505072,2016-04-17,4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,Sunday,Weekend,Sedentary,209,0.1451388888888889,16
1844505072,2016-04-18,4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,Monday,Weekday,Sedentary,229,0.15902777777777777,16
1844505072,2016-04-19,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,Tuesday,Weekday,Sedentary,10,0.006944444444444444,16
1844505072,2016-04-20,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,Wednesday,Weekday,Sedentary,1,6.944444444444445e-4,16
1844505072,2016-04-21,8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,Thursday,Weekday,Fairly Active,323,0.22430555555555556,16
1844505072,2016-04-22,5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,Friday,Weekday,Lightly Active,220,0.1527777777777778,17
1844505072,2016-04-23,3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,Saturday,Weekend,Sedentary,139,0.09652777777777778,17
1844505072,2016-04-24,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sunday,Weekend,Sedentary,0,0,17
1844505072,2016-04-25,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Monday,Weekday,Sedentary,0,0,17
1844505072,2016-04-26,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday,Weekday,Sedentary,0,0,17
1844505072,2016-04-27,4,0,0,0,0,0,0,0,0,0,1,1439,1348,Wednesday,Weekday,Sedentary,1,6.944444444444445e-4,17
1844505072,2016-04-28,6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,1992,Thursday,Weekday,Lightly Active,302,0.20972222222222223,17
1844505072,2016-04-29,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,Friday,Weekday,Sedentary,247,0.18585402558314523,18
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1763,Saturday,Weekend,Sedentary,184,0.4577114427860697,18
1844505072,2016-05-01,2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1541,Sunday,Weekend,Sedentary,82,0.12293853073463268,18
1844505072,2016-05-02,0,0,0,0,0,0,0,0,0,0,0,1440,1348,Monday,Weekday,Sedentary,0,0,18
1844505072,2016-05-03,4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,1742,Tuesday,Weekday,Sedentary,184,0.12777777777777777,18
1844505072,2016-05-04,2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,1549,Wednesday,Weekday,Sedentary,87,0.06041666666666667,18
1844505072,2016-05-05,2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,1589,Thursday,Weekday,Sedentary,120,0.08333333333333333,18
1844505072,2016-05-06,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1351,Friday,Weekday,Sedentary,2,0.001388888888888889,19
1844505072,2016-05-07,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Saturday,Weekend,Sedentary,0,0,19
1844505072,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sunday,Weekend,Sedentary,0,0,19
1844505072,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Monday,Weekday,Sedentary,0,0,19
1844505072,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday,Weekday,Sedentary,0,0,19
1844505072,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Wednesday,Weekday,Sedentary,0,0,19
1844505072,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,711,665,Thursday,Weekday,Sedentary,0,0,19
1927972279,2016-04-12,678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,2220,Tuesday,Weekday,Sedentary,55,0.0697084917617237,15
1927972279,2016-04-13,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,Wednesday,Weekday,Sedentary,32,0.03143418467583497,15
1927972279,2016-04-14,2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,Thursday,Weekday,Sedentary,97,0.06983441324694024,15
1927972279,2016-04-15,980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,Friday,Weekday,Sedentary,51,0.05141129032258065,16
1927972279,2016-04-16,0,0,0,0,0,0,0,0,0,0,0,1440,2064,Saturday,Weekend,Sedentary,0,0,16
1927972279,2016-04-17,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Sunday,Weekend,Sedentary,0,0,16
1927972279,2016-04-18,244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,Monday,Weekday,Sedentary,17,0.011805555555555555,16
1927972279,2016-04-19,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Tuesday,Weekday,Sedentary,0,0,16
1927972279,2016-04-20,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday,Weekday,Sedentary,0,0,16
1927972279,2016-04-21,0,0,0,0,0,0,0,0,0,0,0,1440,2064,Thursday,Weekday,Sedentary,0,0,16
1927972279,2016-04-22,149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,Friday,Weekday,Sedentary,10,0.006944444444444444,17
1927972279,2016-04-23,2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,Saturday,Weekend,Sedentary,145,0.10069444444444445,17
1927972279,2016-04-24,2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2324,Sunday,Weekend,Sedentary,82,0.05694444444444444,17
1927972279,2016-04-25,152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,2100,Monday,Weekday,Sedentary,12,0.009125475285171103,17
1927972279,2016-04-26,3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,2638,Tuesday,Weekday,Sedentary,192,0.1536,17
1927972279,2016-04-27,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Wednesday,Weekday,Sedentary,0,0,17
1927972279,2016-04-28,1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,2351,Thursday,Weekday,Sedentary,95,0.07527733755942947,17
1927972279,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Friday,Weekday,Sedentary,0,0,18
1927972279,2016-04-30,0,0,0,0,0,0,0,0,0,0,0,1440,2064,Saturday,Weekend,Sedentary,0,0,18
1927972279,2016-05-01,2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2411,Sunday,Weekend,Sedentary,85,0.059027777777777776,18
1927972279,2016-05-02,3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,2505,Monday,Weekday,Sedentary,118,0.08194444444444444,18
1927972279,2016-05-03,1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,2195,Tuesday,Weekday,Sedentary,27,0.01875,18
1927972279,2016-05-04,1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,2338,Wednesday,Weekday,Sedentary,87,0.06041666666666667,18
1927972279,2016-05-05,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Thursday,Weekday,Sedentary,0,0,18
1927972279,2016-05-06,2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,2383,Friday,Weekday,Sedentary,108,0.075,19
1927972279,2016-05-07,1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,2229,Saturday,Weekend,Sedentary,48,0.03333333333333333,19
1927972279,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Sunday,Weekend,Sedentary,0,0,19
1927972279,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,2063,Monday,Weekday,Sedentary,0,0,19
